Quarter,Minute,Second,Down,ToGo,YardLine,PointDiff,PlayType
2,9,25,1,10,29,10,0
3,10,55,2,5,25,7,0
2,12,28,4,1,47,-16,1
3,9,16,2,11,43,5,1
4,13,31,3,8,40,17,1
1,4,42,1,10,45,-14,1
1,6,31,1,10,36,0,1
1,10,10,1,3,97,0,0
2,3,2,3,9,27,-11,1
4,8,31,2,9,50,-1,0
4,4,46,2,10,64,-10,1
1,13,16,2,5,25,-3,0
3,9,50,1,10,53,0,0
2,14,21,2,1,94,3,1
4,0,31,3,6,11,18,0
4,1,10,2,15,54,-4,1
2,7,22,2,9,35,-10,1
1,6,2,1,10,20,-7,0
2,8,35,1,10,20,1,1
2,11,55,1,10,19,0,0
3,6,53,1,10,64,11,0
2,10,5,1,7,93,7,0
2,1,6,1,10,68,17,1
1,1,18,2,10,33,-10,0
3,10,58,1,10,76,-6,1
5,8,58,1,10,88,0,0
2,0,41,1,10,36,3,1
4,4,35,3,3,15,5,1
1,9,50,1,10,20,-6,0
5,13,36,2,9,33,0,1
2,10,9,1,10,46,-11,0
4,8,18,2,7,38,14,1
3,13,5,2,9,32,10,1
1,12,14,3,7,76,0,1
4,10,15,2,9,50,-1,1
2,3,47,3,3,53,-6,1
2,2,45,3,5,19,-5,1
3,11,44,2,3,88,-3,1
3,1,53,1,10,27,3,0
2,4,28,2,15,59,-18,1
2,1,18,2,10,87,3,1
3,14,5,3,3,26,0,1
3,9,4,1,15,28,3,1
4,8,50,1,10,23,-5,1
1,5,52,1,10,12,0,0
2,1,0,3,5,41,3,1
4,4,5,2,6,50,16,1
2,14,16,3,6,57,0,1
2,11,1,2,8,64,-6,1
2,3,53,1,20,10,-14,1
4,7,48,2,10,81,14,1
1,3,20,3,7,43,-7,1
1,0,4,1,10,25,1,0
4,1,2,1,10,74,-7,1
4,2,48,2,10,42,-29,1
4,8,32,2,1,93,-13,0
2,6,2,2,8,72,0,1
2,2,26,1,10,21,14,0
3,13,30,1,10,47,0,0
4,4,55,1,10,22,6,1
3,3,54,1,10,65,-17,1
1,11,1,1,10,12,0,0
4,10,28,3,5,88,19,1
3,5,3,1,10,62,35,1
4,6,2,2,8,85,6,0
1,8,17,1,10,52,-10,1
1,7,22,2,9,21,-7,1
2,12,31,2,4,22,-14,1
4,14,56,2,10,25,-1,1
3,7,42,1,10,38,-7,1
2,3,24,1,10,83,3,1
4,2,0,3,8,75,25,0
2,1,28,3,10,62,-8,1
2,2,54,3,3,49,-8,1
4,1,45,1,10,52,-9,1
1,5,7,2,5,89,0,0
4,0,10,1,10,15,-7,1
3,11,15,2,8,69,3,1
4,11,47,1,5,95,4,0
4,8,8,1,10,87,0,1
1,5,21,2,10,17,1,0
4,10,25,4,2,52,-17,1
3,7,28,1,10,44,20,1
2,5,42,3,3,86,0,1
1,13,38,1,10,34,0,1
4,4,38,1,10,40,12,1
3,15,0,1,10,20,-6,1
4,12,31,1,10,14,-2,1
4,0,35,1,10,67,-6,1
1,0,40,3,7,35,-7,1
3,9,33,3,2,26,3,1
2,0,48,2,10,71,-3,1
2,4,33,1,10,37,0,0
1,10,43,1,10,20,0,1
4,10,46,1,10,74,-24,1
4,6,46,1,10,21,-1,0
1,3,46,2,7,40,0,1
1,11,28,2,7,23,0,1
2,11,38,1,10,28,7,0
4,4,27,1,10,62,16,0
4,5,30,2,10,30,13,1
4,3,21,1,10,64,3,0
1,8,51,3,5,49,-7,1
1,13,13,3,9,70,0,1
2,1,8,1,10,53,7,1
1,2,29,3,5,78,0,0
1,0,19,2,10,25,-7,0
2,12,38,1,10,25,3,0
2,15,0,2,22,78,4,1
3,14,19,1,10,44,-3,1
2,1,41,1,10,31,-7,1
4,11,4,3,12,29,23,0
2,13,33,3,6,29,-10,0
1,9,52,1,10,65,0,1
2,12,7,1,10,79,-7,0
4,11,19,2,1,99,-6,1
4,5,25,4,1,80,-4,0
4,9,4,2,6,88,2,0
2,10,13,1,10,42,1,1
2,9,47,1,10,27,-9,1
1,7,1,1,15,50,-3,0
4,3,18,1,10,54,5,1
2,8,9,1,10,20,4,0
1,13,41,1,10,20,0,1
2,0,35,1,10,20,0,1
1,1,13,1,10,29,-4,0
3,4,1,1,10,28,-13,1
1,7,11,2,1,99,0,1
4,6,5,2,8,59,4,0
3,11,20,2,2,98,7,0
3,10,2,1,10,63,-21,0
3,9,57,1,10,30,-6,0
4,8,12,3,10,50,8,1
2,8,41,1,10,9,-21,1
1,11,43,2,8,42,-7,0
1,6,57,2,7,23,-7,1
2,9,3,2,25,41,-4,0
2,6,38,1,10,20,-11,1
2,10,31,2,2,9,-14,0
4,14,47,1,10,5,7,0
3,11,2,1,10,69,7,0
2,4,22,1,10,42,-3,0
3,2,58,1,20,28,-4,1
4,4,26,2,3,17,-14,0
3,9,25,1,10,59,0,0
1,3,5,2,8,30,-9,0
3,10,45,2,10,53,2,0
1,7,12,2,10,20,-7,1
3,5,52,3,14,31,-20,1
3,2,47,2,8,13,3,1
4,10,47,1,10,20,-3,1
3,7,26,1,10,20,6,0
1,6,45,2,4,29,7,0
2,12,47,1,10,53,-3,0
1,5,48,3,12,13,0,1
3,12,4,2,11,6,-13,1
3,5,7,2,10,86,-4,1
1,1,13,2,8,27,-3,0
3,8,57,3,13,57,18,1
1,8,49,1,10,27,-7,0
2,1,7,3,1,29,-26,1
2,3,22,1,10,17,19,1
2,10,44,2,6,93,11,1
3,10,4,1,10,7,-14,1
3,8,43,1,10,47,14,0
2,0,52,1,10,26,-9,0
2,0,10,1,10,41,0,1
1,9,18,1,10,76,-3,0
1,2,32,3,15,24,-7,1
4,0,7,2,10,75,-4,1
2,4,51,3,2,66,0,0
2,4,59,1,10,39,0,1
3,1,8,2,2,98,21,1
1,1,59,1,10,18,-10,0
1,13,13,3,8,37,0,1
4,3,9,1,15,57,7,1
1,8,27,1,10,35,0,1
3,13,15,1,15,37,3,1
2,2,14,2,5,58,16,0
4,7,27,1,1,99,-4,1
4,1,28,1,10,27,-27,1
4,10,29,3,10,21,7,1
2,6,33,1,10,71,0,0
3,0,42,2,7,38,39,0
1,11,3,2,16,84,0,1
3,10,5,2,13,3,1,1
3,13,10,3,6,41,-10,1
2,2,0,2,5,65,-9,1
4,4,22,3,7,47,-15,1
1,12,46,1,10,34,0,1
2,9,27,1,10,61,7,0
2,1,17,2,9,15,5,1
1,7,54,1,10,48,7,1
2,1,53,1,10,27,3,0
2,4,33,2,4,96,-15,0
2,11,13,1,10,40,7,0
1,8,2,1,10,20,-3,0
3,9,36,3,5,60,0,1
4,10,47,1,10,88,10,0
1,10,19,3,9,65,0,0
1,7,25,3,2,77,-3,1
3,1,6,2,9,39,1,1
3,0,48,2,10,78,-27,1
4,5,47,1,10,57,-6,1
2,2,0,2,10,43,1,1
2,1,28,2,9,16,10,1
4,12,46,2,9,31,-4,1
2,10,52,3,1,23,3,0
1,15,0,1,10,25,0,1
2,6,1,1,10,32,6,0
2,10,54,1,10,73,4,1
1,5,21,2,10,78,-3,0
1,1,51,1,16,25,7,1
4,3,14,1,10,71,16,0
4,12,37,1,10,10,21,0
1,15,0,1,15,15,0,1
2,0,57,1,10,71,15,1
1,5,55,2,10,67,-7,1
1,4,36,3,9,49,-7,1
2,12,53,3,10,24,-7,1
2,6,9,2,8,89,-6,1
3,8,15,3,9,20,-8,1
2,1,16,2,6,29,-13,1
1,13,51,1,10,26,0,0
2,5,0,3,5,33,13,1
3,6,38,3,3,89,-9,1
4,2,38,1,10,42,17,0
3,14,56,1,10,24,20,0
2,11,14,1,10,43,-3,1
3,15,0,1,10,20,-1,1
1,13,35,1,10,48,0,0
3,13,2,2,12,28,-6,0
4,6,14,3,15,50,3,1
4,4,56,1,10,10,-14,1
2,12,37,1,10,68,3,1
3,12,15,1,10,56,7,1
4,8,52,4,5,48,-27,1
2,7,44,1,10,22,0,1
1,10,3,1,10,31,-3,1
2,10,21,1,10,39,0,0
4,1,19,1,10,80,-19,1
4,1,55,1,10,33,2,0
3,10,58,1,10,82,6,0
4,10,22,2,1,53,-6,1
2,7,21,2,3,50,-7,0
3,3,4,3,16,62,-23,1
2,14,2,2,5,70,-11,0
4,7,39,2,6,61,-5,0
3,15,0,1,10,20,4,0
2,9,53,2,4,20,10,1
3,2,6,1,10,30,-17,1
3,14,17,1,10,35,-8,0
4,1,24,1,10,33,1,1
3,6,52,1,10,35,-10,1
3,1,21,2,6,29,15,0
2,11,9,1,10,35,0,0
2,4,46,1,10,10,7,0
4,14,23,1,10,68,-33,1
1,14,54,1,15,33,0,1
1,7,19,1,10,71,-7,0
3,4,47,2,9,38,-17,1
4,3,27,2,10,66,-7,1
2,9,54,3,7,23,5,1
2,1,3,2,10,86,1,1
1,5,1,2,11,22,-3,0
2,3,53,1,10,25,10,1
4,7,8,1,10,84,3,0
2,1,30,1,10,38,-14,1
2,5,12,1,10,12,10,0
2,3,53,1,10,52,0,1
3,13,32,2,20,20,14,1
2,4,58,1,10,47,-3,1
2,5,54,2,12,18,-10,1
2,14,31,4,1,99,13,0
1,4,47,2,10,79,0,1
4,11,15,1,10,33,2,0
2,3,37,1,10,25,-3,0
3,12,50,1,10,66,-7,0
4,0,31,1,10,47,-12,1
4,2,48,2,8,75,4,0
2,5,13,1,10,20,8,1
4,8,48,1,10,41,9,0
3,12,25,3,10,20,-1,1
2,8,4,1,10,56,-14,0
2,3,4,1,10,44,-7,1
3,7,8,3,9,47,-6,1
2,1,18,2,10,32,7,1
2,13,13,3,4,26,-20,1
2,13,56,1,10,66,11,1
1,1,47,2,10,34,4,1
4,13,23,3,1,66,-10,0
1,6,23,2,3,53,0,0
2,1,26,2,2,98,-24,1
1,5,21,3,7,6,7,1
2,13,5,2,4,95,-7,1
4,6,59,2,5,36,7,0
4,13,51,2,15,65,13,0
1,3,57,3,1,45,4,0
3,2,34,1,10,69,7,1
1,9,1,1,10,56,-3,1
4,8,7,2,5,57,-5,0
1,13,53,1,10,39,0,0
4,2,12,2,7,79,4,0
3,5,6,3,1,38,-10,0
2,8,23,1,10,70,-7,0
3,2,11,3,4,59,24,1
4,0,49,4,8,89,37,0
3,3,45,2,4,43,-8,0
1,5,38,1,10,19,3,1
3,14,23,2,7,23,-27,1
3,4,3,1,10,89,14,1
1,14,23,2,11,24,0,1
4,6,27,2,6,88,3,0
4,2,0,3,25,17,-14,1
4,5,5,1,10,24,0,1
4,9,23,3,17,39,5,1
3,6,47,1,10,56,-24,0
3,11,14,1,10,31,-3,1
3,0,47,2,1,22,-4,0
3,8,49,1,10,58,-4,0
2,13,48,3,9,40,7,1
1,6,43,3,9,55,0,1
2,2,32,3,8,4,-5,1
4,9,22,3,15,63,8,0
5,10,19,1,10,74,0,0
3,0,23,3,1,30,6,1
3,5,9,1,4,96,-8,0
1,3,31,1,10,53,4,1
1,4,27,2,8,16,-10,0
3,11,45,4,1,48,-7,0
4,2,32,1,10,52,7,0
2,6,40,1,15,17,-1,1
2,2,0,1,10,61,4,1
2,3,41,1,10,20,-10,1
4,13,18,1,10,23,-31,1
1,10,45,1,10,53,-7,1
2,13,8,1,8,92,7,1
4,2,17,3,11,85,7,1
4,14,30,3,6,29,-29,1
3,6,27,1,10,77,13,1
3,8,42,1,10,33,7,1
2,10,34,1,10,53,4,0
3,3,58,1,10,15,22,1
4,0,23,1,10,20,-10,1
2,0,20,3,22,28,-27,0
2,0,32,2,10,49,-21,1
4,13,38,1,10,42,24,0
3,13,10,1,10,50,-5,0
4,1,9,1,10,24,-3,1
3,2,42,1,10,62,13,0
2,12,11,3,8,18,-10,1
1,11,3,2,6,64,0,0
1,7,58,2,7,49,7,1
3,12,16,1,10,44,-16,0
1,13,59,3,8,33,0,1
1,5,24,2,5,80,-7,1
3,8,39,2,4,30,-6,0
3,15,0,1,10,20,24,0
4,12,19,2,1,58,-38,1
2,10,33,2,4,55,14,1
3,2,11,1,10,83,-7,1
3,8,57,1,10,31,0,0
2,11,57,1,10,20,-4,0
2,7,15,3,6,20,-4,1
3,9,39,3,11,24,-16,1
1,14,9,3,12,40,0,1
2,1,16,1,10,20,-7,1
3,6,10,1,10,32,-7,1
2,0,27,1,10,25,-3,1
2,14,57,2,10,63,-17,1
3,4,18,2,4,70,-18,1
2,9,34,2,10,79,-13,1
4,1,25,2,4,92,-12,1
3,3,10,3,9,2,11,1
3,9,27,1,10,47,-7,0
4,3,39,1,10,61,4,0
3,6,20,3,10,30,-1,1
4,11,24,1,10,17,-6,0
2,3,20,1,15,21,6,1
2,2,0,1,5,95,-7,0
3,5,34,1,10,20,-9,0
3,13,22,1,10,12,14,0
5,13,49,3,1,34,0,0
3,6,49,1,10,59,12,0
4,1,52,2,10,30,-10,1
2,7,25,1,10,79,0,0
1,13,52,3,7,23,0,1
2,6,38,1,10,52,-14,1
1,12,13,2,10,49,0,1
3,9,39,1,10,87,-7,1
1,12,16,1,10,31,0,0
2,6,29,1,10,78,-8,0
3,6,41,2,15,58,11,1
2,1,21,2,4,54,-5,1
4,1,37,1,10,60,-10,1
3,0,32,1,10,30,3,0
1,4,45,3,1,93,0,0
3,9,17,1,10,20,-10,0
2,13,0,1,10,20,-9,0
3,12,27,2,9,53,9,1
4,4,6,1,10,65,-4,1
2,10,13,3,10,83,-10,1
3,1,29,1,10,36,0,1
1,11,20,2,6,24,-6,1
2,13,49,2,6,27,-12,1
4,11,1,1,10,60,-17,1
4,13,48,2,12,18,1,1
3,13,47,1,10,22,-3,0
2,11,47,1,10,51,0,1
1,10,2,3,16,75,0,1
2,0,48,2,1,36,-2,1
4,11,9,1,10,20,-8,1
1,1,27,2,13,67,-10,1
3,0,35,2,4,96,-22,0
1,4,58,2,10,38,7,0
3,0,30,1,10,8,14,1
3,6,40,2,10,20,-6,1
4,6,3,1,10,26,7,1
4,12,38,2,28,51,1,1
2,12,24,1,10,42,-20,1
3,13,46,2,10,13,-33,1
2,4,28,2,11,29,5,1
4,12,28,2,18,23,-3,1
1,1,35,1,7,93,0,1
3,9,21,1,10,90,-14,0
3,4,12,3,6,92,-19,1
4,8,52,2,5,38,-7,1
1,1,37,1,10,61,-3,0
4,5,10,2,2,11,-5,0
4,7,12,1,10,50,7,1
2,0,13,2,10,72,11,1
4,11,8,1,5,95,-4,0
4,1,2,3,10,65,-19,1
3,8,39,1,10,84,-3,1
4,12,52,2,9,44,14,1
5,11,39,1,10,70,12,0
2,11,35,2,10,75,18,1
4,4,28,2,16,25,-3,1
2,13,10,1,10,18,0,1
3,3,24,1,10,32,2,0
4,5,37,2,1,76,-25,1
1,7,1,2,7,9,0,1
1,3,50,1,10,19,4,1
2,7,28,1,10,7,1,0
1,7,21,3,2,79,-1,0
2,8,32,2,9,91,-3,1
4,5,59,2,9,44,19,0
2,6,19,2,8,92,-7,1
1,13,3,1,10,44,0,1
4,4,56,1,10,59,-10,1
1,2,56,1,10,38,-3,1
1,2,42,3,7,84,3,1
2,14,2,3,11,13,7,1
1,1,58,2,8,44,-10,0
4,7,4,1,10,25,-14,1
4,4,3,2,6,55,-25,1
1,2,53,2,8,83,-4,1
2,5,18,2,8,21,-7,1
4,2,50,4,10,59,-22,1
2,15,0,1,10,32,-7,0
1,14,43,1,10,17,0,1
1,9,54,1,10,10,-6,1
1,14,50,2,10,35,0,0
3,14,52,1,10,37,-19,1
1,8,0,2,17,23,0,1
2,14,39,2,2,75,-8,1
1,14,17,1,10,28,0,0
2,1,7,2,10,25,-27,1
4,0,55,3,2,65,-2,1
1,7,55,2,4,31,-4,0
1,14,11,2,10,35,0,0
3,1,58,1,10,30,-13,1
4,3,59,1,10,90,-8,1
4,0,24,2,6,94,-7,1
2,13,57,1,10,20,-35,0
1,11,56,1,10,62,0,1
2,2,9,1,10,45,-7,1
5,13,48,1,10,49,1,1
1,11,44,2,10,15,0,0
3,5,37,3,29,17,12,1
4,6,36,3,1,65,7,0
2,2,13,1,10,88,-14,0
4,1,10,1,10,51,-14,1
2,5,31,2,5,15,3,1
1,0,22,2,10,25,8,0
1,10,22,3,13,41,0,1
2,8,23,3,10,46,-4,1
1,5,42,1,10,89,3,0
1,1,49,3,4,34,10,1
3,5,43,1,10,39,4,0
4,5,29,2,1,35,7,1
1,1,21,1,10,65,-3,0
2,0,19,2,10,43,13,1
1,13,48,3,2,25,0,0
1,6,1,1,10,25,3,1
1,1,55,2,9,21,-3,0
2,9,8,1,10,43,11,1
4,10,41,2,1,35,10,0
2,6,13,2,10,47,0,0
4,1,21,1,9,91,6,0
2,2,52,2,3,37,23,0
2,5,3,1,10,66,-3,0
1,15,0,1,10,20,0,1
4,3,45,2,10,25,-17,1
1,9,18,2,6,36,0,0
4,1,57,4,8,64,-4,1
3,11,30,2,13,40,-33,1
4,13,11,1,10,49,-15,1
3,4,20,2,10,56,2,1
1,13,44,1,10,48,0,0
2,3,16,1,15,51,-20,1
1,5,36,2,7,23,4,0
2,1,43,1,10,16,-10,1
3,6,52,3,5,30,-26,1
1,13,3,1,10,25,0,0
2,8,48,2,4,37,-7,1
2,1,30,1,10,38,-11,1
4,2,15,2,8,82,3,0
3,12,52,3,5,59,-17,1
3,6,25,1,10,13,7,0
3,1,22,3,2,52,6,1
1,13,48,1,10,31,0,0
2,10,43,2,9,67,0,1
2,8,6,1,10,41,-17,0
3,8,47,2,10,10,-7,0
4,5,32,2,4,54,-13,1
4,12,55,1,15,15,-13,1
1,6,54,1,10,33,-9,0
2,1,5,1,10,82,4,1
2,8,45,1,10,23,16,1
2,0,21,2,2,28,7,1
1,9,38,3,4,37,0,1
2,14,12,3,6,29,-10,1
2,3,23,2,10,38,0,0
1,2,44,3,4,36,3,1
4,13,22,1,10,78,30,0
2,2,21,2,9,40,5,0
1,15,0,1,10,20,0,1
1,1,27,4,3,69,-7,1
4,4,34,1,10,75,17,1
4,12,0,2,9,21,-3,1
3,9,48,2,20,57,18,1
4,15,0,1,10,48,-17,1
2,0,8,2,6,94,-12,1
4,10,35,2,1,72,-7,0
3,8,27,2,9,67,5,0
2,10,46,2,13,41,12,1
3,9,25,1,10,25,6,0
3,7,45,3,3,27,-23,1
3,6,38,1,10,46,8,0
4,10,14,1,10,19,3,0
4,8,31,1,10,71,9,0
1,2,49,1,10,34,7,1
2,0,39,1,10,72,-10,1
1,3,46,3,32,56,0,1
2,7,36,2,10,79,7,1
3,13,5,3,1,46,4,0
4,7,7,2,1,50,3,0
2,13,17,2,1,29,-4,0
3,6,37,2,15,75,0,1
4,8,46,1,10,52,-14,1
1,0,12,3,4,25,-11,1
3,11,4,3,2,14,-18,1
4,0,19,2,3,27,-2,1
5,13,54,1,10,35,-6,0
4,1,58,1,10,43,-13,1
2,2,7,1,10,73,6,0
1,2,8,1,10,42,0,0
3,4,0,2,7,35,-12,0
1,4,32,1,10,70,-4,0
3,13,52,3,2,28,-11,0
2,12,7,1,10,52,-7,1
3,11,49,1,8,92,42,1
3,1,26,2,10,67,-27,1
2,14,18,3,5,35,10,1
2,3,13,2,8,24,5,1
2,11,49,1,10,30,-10,1
3,8,54,1,10,56,-7,1
4,5,29,1,10,53,-4,0
2,12,43,1,10,36,-14,0
2,14,1,2,15,40,-13,0
4,10,47,3,4,25,-8,1
4,9,29,1,10,79,17,0
2,15,0,2,13,17,-14,1
1,14,21,2,10,20,0,1
1,14,24,2,3,32,0,1
1,6,35,1,10,16,7,0
3,13,5,2,2,49,-11,0
4,14,33,1,10,21,-27,1
4,13,19,3,8,74,18,1
1,12,0,1,10,8,0,1
2,0,49,1,10,77,-14,1
2,11,39,1,13,87,-5,0
1,13,36,1,10,53,0,1
1,0,9,2,2,28,-7,1
2,10,55,1,10,36,-14,1
3,6,54,1,10,58,10,0
1,10,3,2,7,89,0,1
2,11,43,1,10,76,3,0
4,12,48,2,10,69,-5,1
4,7,39,2,6,73,-12,1
3,6,20,1,10,22,8,1
1,8,47,1,9,91,-7,1
3,5,19,1,10,25,-17,1
2,9,0,2,9,65,5,1
3,6,9,1,10,46,-21,0
4,2,0,2,16,64,1,1
4,8,59,1,10,18,-16,1
2,12,57,2,8,61,-21,0
1,3,25,3,22,78,0,1
2,6,51,1,10,53,-3,0
2,13,52,1,10,31,3,0
4,4,16,1,10,72,-21,1
2,1,34,1,10,54,-7,1
3,1,50,1,10,25,-15,1
3,5,55,2,5,75,6,1
1,7,10,3,7,23,-3,1
2,7,52,1,10,55,-18,0
1,8,0,2,8,41,3,1
1,1,2,2,10,67,-3,1
3,0,39,2,9,48,17,0
1,8,45,1,10,18,-9,1
1,14,39,1,20,11,0,1
4,15,0,3,2,19,17,1
3,12,23,2,3,97,3,0
2,15,0,2,4,67,-7,0
4,1,29,3,10,40,0,1
4,11,31,1,10,9,4,1
4,0,35,4,12,20,-6,1
3,12,9,1,10,41,12,0
4,3,9,1,10,43,8,0
4,11,28,2,8,10,34,0
1,12,43,2,12,60,0,1
1,6,25,2,6,30,7,0
1,3,29,3,5,27,-3,1
4,2,35,4,10,30,-16,1
2,12,27,3,4,40,3,1
2,2,35,1,10,60,-21,1
4,8,2,1,5,87,-9,1
1,7,33,2,7,93,0,1
2,2,30,3,4,76,-10,1
2,1,6,1,10,30,-3,1
1,10,55,2,5,95,0,0
4,2,33,1,10,17,-6,1
2,8,7,1,10,42,10,0
4,1,51,2,12,82,8,0
4,12,34,3,9,29,-2,1
3,3,32,3,2,28,6,1
4,2,44,3,10,42,-29,1
1,7,6,1,20,51,0,1
3,6,37,1,10,37,14,0
3,3,6,2,9,38,26,1
4,8,44,1,10,18,23,0
1,14,56,1,10,6,0,0
2,6,45,3,1,68,7,0
2,8,18,2,8,47,-3,0
3,10,10,2,10,24,3,0
4,7,34,1,10,87,12,1
3,3,59,1,10,56,4,1
2,4,29,1,10,6,-8,0
2,9,18,1,10,56,-7,0
3,11,41,1,10,81,0,1
4,12,5,2,6,14,17,0
2,12,6,3,3,92,0,1
4,2,47,1,10,37,12,0
4,13,13,3,7,64,-11,1
1,13,0,3,1,40,0,0
4,4,28,2,1,25,-7,0
3,1,29,1,10,80,2,1
1,1,4,1,10,41,7,0
3,4,19,1,10,57,4,1
3,2,15,2,5,31,20,0
3,5,41,1,10,82,7,0
4,9,57,2,12,86,1,1
4,12,17,1,10,40,4,1
1,5,11,3,10,42,-7,1
2,9,49,1,10,6,4,0
2,9,48,2,14,38,10,1
2,15,0,3,6,54,7,1
1,9,54,1,10,76,0,0
4,9,44,2,10,54,-30,1
1,2,35,2,6,13,7,0
1,9,59,1,8,92,0,0
4,1,1,3,5,59,8,0
2,8,17,1,10,71,-14,1
4,1,8,2,4,77,-15,1
4,5,56,3,10,31,0,1
4,13,44,1,10,59,0,0
1,9,59,1,10,32,-3,1
3,0,26,1,10,62,-11,1
1,12,29,2,6,25,0,0
3,14,24,2,6,24,0,1
4,12,18,1,8,92,-16,0
4,11,0,1,10,13,7,0
3,12,38,2,6,19,6,1
2,2,11,1,10,56,-7,1
2,11,35,1,10,46,-10,0
2,4,47,1,10,48,0,0
2,5,57,1,10,20,-7,0
3,8,41,1,10,78,10,0
3,1,24,1,10,63,19,1
1,4,10,2,9,21,-5,0
4,10,51,2,5,76,9,0
1,2,8,2,14,60,10,0
1,0,3,1,5,95,3,0
2,1,49,1,10,28,0,1
3,12,37,3,7,48,10,1
2,5,54,1,10,39,-16,1
2,9,53,2,9,75,-10,1
1,12,30,2,12,22,0,0
1,0,53,1,10,52,-7,1
4,2,50,1,10,52,1,0
2,14,18,1,10,48,4,1
4,13,29,1,10,46,-2,1
3,11,44,2,17,76,11,1
2,4,58,3,3,97,-4,1
1,13,56,3,4,31,0,0
4,1,1,2,4,63,3,0
1,2,42,3,1,34,-7,1
4,14,18,2,8,35,20,0
2,5,37,2,10,48,4,0
3,3,14,1,10,71,9,0
1,0,10,1,10,81,-7,1
1,0,37,1,10,15,10,1
4,15,0,2,4,95,4,1
4,10,46,3,19,45,2,0
1,5,25,2,13,49,-3,1
3,8,2,1,10,76,6,0
3,6,53,1,2,98,10,0
1,8,16,1,10,50,3,0
1,7,27,1,10,20,-3,1
2,2,0,2,6,92,-14,1
3,13,44,2,10,40,10,0
2,2,0,1,10,75,14,1
2,9,38,1,10,82,-7,1
2,12,38,1,10,86,7,0
4,6,55,2,11,58,8,1
4,5,32,2,7,44,-11,1
4,10,49,2,10,42,10,1
1,14,19,2,4,32,0,1
2,5,30,3,12,32,-1,1
1,11,12,1,10,34,0,0
4,7,24,1,10,47,3,0
3,5,32,3,6,90,-4,1
1,1,58,1,10,82,14,0
3,10,38,2,7,53,6,1
3,5,22,3,3,55,-4,1
1,6,11,2,8,41,7,1
4,4,59,1,10,42,-8,0
4,7,28,2,13,41,-10,1
3,11,39,2,9,88,-1,0
3,11,51,3,4,68,-18,1
4,10,7,1,10,35,20,0
1,7,15,3,9,91,0,1
4,4,43,2,3,86,-10,0
2,1,30,1,21,79,6,1
2,7,20,1,8,92,6,0
3,14,57,2,10,20,-30,0
1,8,37,1,10,68,-13,1
2,12,15,3,3,57,-7,1
4,3,45,1,20,40,-15,1
1,5,12,2,11,71,-3,1
4,8,45,1,10,86,-10,1
2,0,40,1,10,46,-16,1
2,4,26,1,15,6,-3,1
4,2,0,3,13,43,10,0
3,8,42,2,10,10,-7,1
2,10,25,1,10,31,-7,0
3,8,59,3,1,99,-21,1
3,1,49,3,9,91,9,1
2,3,36,3,12,32,-10,1
1,7,24,3,3,32,4,1
1,14,13,3,7,23,0,1
1,9,11,2,8,92,0,0
1,13,45,1,10,62,0,1
1,3,49,2,10,2,14,0
2,12,34,1,10,71,10,1
4,6,57,3,6,94,-26,1
4,9,5,2,13,87,13,1
2,5,30,1,10,61,0,0
4,14,14,1,10,17,23,0
4,5,14,3,7,89,0,0
4,2,2,1,10,29,-4,1
3,15,0,1,10,20,-7,1
2,1,17,1,10,73,-3,1
3,9,32,1,10,44,-15,0
2,9,49,3,13,77,4,1
4,8,15,1,10,19,14,0
4,11,1,3,6,34,-10,1
3,7,5,1,10,24,3,1
3,12,2,1,10,36,-37,1
2,6,16,2,10,25,-17,0
4,10,6,1,10,33,2,0
4,8,51,1,10,14,5,1
3,9,32,1,15,63,-4,1
4,3,32,1,10,73,4,0
3,4,33,1,10,26,-23,1
1,11,49,2,4,19,0,0
3,7,45,3,7,68,-20,1
4,6,2,1,10,45,-4,0
4,12,9,1,10,55,-30,1
4,5,11,1,10,41,3,1
1,11,54,1,10,20,-6,1
3,9,37,2,8,22,-15,0
2,0,38,1,10,55,14,1
2,7,18,1,10,38,7,0
3,11,56,1,10,53,-2,0
4,8,56,1,1,99,-17,0
4,4,37,2,5,95,-5,1
3,8,24,1,10,57,-13,1
4,0,31,3,24,76,2,1
4,14,16,1,10,21,10,0
4,2,31,1,10,67,-6,1
2,1,8,1,10,1,14,0
4,2,57,2,10,35,-5,1
1,4,7,1,10,17,7,1
2,10,50,1,10,40,0,1
4,2,8,4,6,58,-11,1
4,12,11,3,2,53,-11,1
1,8,37,1,10,10,0,0
1,12,26,1,10,42,0,1
3,10,17,2,3,38,12,0
2,14,18,3,5,46,-10,1
3,13,50,1,10,52,3,0
2,0,7,1,20,20,9,1
4,13,57,1,20,52,-7,1
3,3,42,3,1,61,0,0
3,4,5,3,8,32,-2,1
2,8,34,3,6,70,7,1
3,10,50,3,9,78,-7,1
4,13,15,3,7,23,-11,1
1,1,51,1,10,82,14,0
4,6,22,2,7,84,17,0
1,10,19,2,7,68,7,1
4,0,38,3,7,28,0,1
4,2,48,3,5,80,5,1
3,9,1,4,4,85,-14,1
3,3,20,1,10,21,1,0
1,5,55,2,9,42,-7,1
2,15,0,3,1,76,-4,0
1,13,26,1,10,51,0,1
1,0,1,3,4,96,23,1
4,4,55,2,9,36,-6,1
4,15,0,3,2,62,-11,0
4,5,10,1,10,38,-23,1
1,2,42,2,18,52,7,1
3,4,30,1,10,85,19,0
