Quarter,Minute,Second,Down,ToGo,YardLine,PointDiff,PlayType
1,3,39,1,10,49,14,1
2,0,59,1,10,15,21,0
1,5,24,1,10,24,-4,1
3,5,26,1,10,48,6,0
3,1,41,3,11,20,4,1
3,7,51,2,8,10,11,1
4,9,36,3,4,93,-6,1
1,7,49,2,9,33,3,1
1,7,0,2,3,78,0,0
1,13,55,2,14,26,0,0
2,10,41,3,12,15,0,1
2,13,18,2,1,99,3,0
2,8,27,1,10,46,0,0
3,1,48,2,9,23,-8,1
2,3,54,2,8,89,0,0
2,11,53,2,10,38,-4,1
2,0,26,2,10,55,19,1
3,15,0,1,10,20,12,1
1,11,51,1,10,12,0,0
4,8,3,2,10,32,-16,1
3,2,4,1,20,20,-10,1
2,8,44,3,1,69,-4,0
4,15,0,2,1,61,1,0
4,9,43,1,10,25,-13,1
3,7,51,2,15,74,3,1
1,1,43,1,10,46,0,1
3,3,2,1,10,25,-13,0
3,13,17,3,3,20,-4,1
2,12,23,2,7,93,0,1
1,8,15,3,5,44,-3,1
1,7,51,2,10,33,-7,0
3,2,10,1,10,20,14,0
3,5,34,1,10,15,9,0
4,13,33,3,3,66,13,1
4,0,4,2,10,53,0,1
1,8,37,1,10,40,1,0
4,10,0,2,7,63,-3,1
1,11,51,2,12,45,0,1
3,0,28,3,8,61,-7,1
2,14,1,1,10,21,11,0
2,3,16,2,5,20,4,0
1,8,34,2,20,64,0,0
1,10,40,1,10,66,0,1
4,1,22,2,10,45,4,0
2,0,19,1,1,99,3,1
2,1,34,1,10,22,-7,1
3,5,32,1,10,33,-21,1
1,0,30,1,10,70,-10,1
3,0,15,3,9,91,13,1
3,9,28,1,10,54,-7,1
2,5,2,1,10,20,-10,1
3,8,1,1,10,15,-27,1
4,0,23,1,10,25,1,0
3,2,57,1,10,36,41,0
1,10,12,3,3,40,0,1
1,4,44,1,10,56,7,1
2,4,9,1,10,76,7,0
3,6,38,1,10,38,9,1
3,4,32,1,10,27,12,0
3,11,13,3,15,45,-8,1
2,0,39,1,5,76,12,1
3,2,22,3,12,15,-10,1
2,5,56,2,6,8,-7,0
1,14,53,1,10,33,0,0
1,13,46,1,10,33,0,0
1,2,15,3,1,55,0,0
3,12,1,3,8,60,3,1
3,6,22,3,3,43,1,1
2,15,0,1,1,99,0,0
4,10,1,3,5,41,-39,1
2,10,58,1,10,36,-11,1
1,1,54,2,7,22,-7,1
1,13,3,1,10,31,0,0
2,12,58,2,5,75,0,1
2,7,4,1,10,56,8,0
1,7,0,1,10,31,7,0
2,8,5,2,7,14,-3,0
2,0,27,2,7,17,10,0
3,11,44,3,2,57,-10,0
2,14,10,2,10,48,-3,0
3,13,45,1,10,49,-7,1
2,3,31,3,6,27,0,1
2,13,6,3,7,59,-9,1
3,4,15,3,10,35,-3,1
3,12,55,1,10,25,0,1
1,9,6,2,9,51,0,0
2,0,27,1,10,43,-8,1
1,14,22,2,4,26,0,1
2,1,54,1,15,46,-3,1
2,8,8,1,10,78,-7,1
2,15,0,1,10,65,-14,0
1,6,20,1,10,15,0,1
4,7,24,3,4,58,-5,1
2,8,47,2,11,89,14,1
3,8,13,3,9,46,-3,1
1,4,9,3,4,26,-3,1
2,1,47,1,10,23,9,1
3,13,15,1,10,50,1,0
1,12,56,1,10,54,0,0
4,6,55,1,10,33,23,0
1,0,4,3,7,77,-14,1
3,12,28,1,10,54,-12,0
4,9,28,2,8,10,-16,1
1,7,2,1,10,20,0,0
3,13,10,1,10,28,-18,1
3,4,51,3,9,83,-3,1
2,5,8,1,10,76,-3,0
2,1,35,1,10,40,-6,1
1,0,25,3,10,77,0,1
2,11,37,1,10,62,-7,1
2,10,11,1,10,56,3,1
1,1,25,2,9,50,-3,1
1,3,35,1,10,87,-7,1
1,0,49,2,21,19,0,1
2,7,54,1,10,44,7,0
3,8,14,1,10,42,0,1
2,0,59,3,8,83,-14,1
2,2,0,2,12,53,-15,1
4,5,16,3,4,43,-17,1
2,3,18,1,10,63,-4,1
4,8,20,2,9,52,13,1
2,9,4,2,7,74,-10,0
3,0,39,1,10,70,-1,1
4,7,7,2,11,26,-3,1
1,8,57,2,9,38,0,1
4,5,57,1,10,7,-13,1
1,0,30,3,6,35,-4,1
2,3,45,3,3,66,13,1
4,2,57,1,10,77,-16,1
4,6,54,1,10,5,-6,0
3,5,29,2,25,59,-13,1
1,6,57,2,18,11,3,1
1,7,43,2,6,51,0,1
2,2,0,1,10,42,7,1
1,14,59,1,10,20,0,1
4,1,16,3,10,61,12,0
2,11,34,3,4,61,0,1
3,4,3,1,15,15,0,0
2,15,0,1,10,52,-11,0
4,0,44,3,5,79,0,0
3,7,59,1,10,20,-24,1
2,2,44,1,10,31,11,0
4,2,45,2,10,10,-4,1
2,13,8,2,3,29,-5,1
2,4,2,2,1,22,-13,0
2,0,39,2,20,27,1,0
3,0,57,1,10,24,25,0
3,11,15,1,10,22,-26,1
3,0,36,1,10,41,-17,1
1,12,52,1,10,31,0,0
2,14,57,2,25,5,-7,1
1,12,12,1,10,83,0,1
3,14,24,2,3,32,6,0
3,10,9,2,10,13,11,0
2,4,7,3,5,52,-8,1
4,3,49,1,10,39,-10,1
4,3,40,2,2,12,1,1
4,15,0,1,10,39,-20,1
4,5,42,1,10,80,14,1
2,12,14,1,10,90,20,0
2,5,32,3,3,16,0,1
3,13,38,1,10,67,11,0
2,13,45,2,4,41,-7,0
3,10,10,2,7,23,-20,1
1,11,2,2,6,54,0,0
1,7,34,1,10,75,-3,0
3,2,59,1,10,51,3,0
2,13,59,2,8,10,3,1
3,2,33,2,10,79,-16,0
2,6,59,2,3,45,2,0
3,4,35,1,10,42,-7,1
1,11,58,1,10,19,0,1
4,13,24,1,10,77,-9,1
3,8,37,2,9,37,8,1
1,8,59,3,5,92,0,1
1,1,17,2,10,32,-16,0
1,4,41,1,10,20,7,1
2,14,55,3,6,84,-1,1
3,4,56,3,2,96,13,1
1,8,34,3,1,17,0,1
3,15,0,1,10,20,9,0
4,4,58,2,10,33,35,0
4,10,59,2,4,15,4,0
1,2,53,1,10,35,0,1
4,11,26,1,10,71,9,0
4,2,34,2,7,89,30,0
3,12,7,1,10,33,-9,0
2,11,15,3,8,75,0,1
4,2,10,2,14,33,24,1
2,2,31,1,10,85,-3,1
3,5,30,1,10,74,-1,1
1,4,40,2,3,17,-3,0
2,1,49,3,15,84,-2,1
4,13,13,2,14,86,-8,1
2,1,56,3,2,20,5,1
2,2,36,2,8,35,-8,0
3,7,49,1,10,38,7,1
2,2,0,3,18,58,7,1
1,13,12,1,10,20,-7,1
1,10,25,3,7,28,-3,1
4,3,57,1,10,66,16,1
3,10,49,1,10,30,3,0
2,7,40,3,11,35,0,1
2,2,0,3,17,63,0,1
3,4,57,1,10,38,10,1
2,8,19,2,15,26,0,1
4,4,16,2,8,71,31,1
3,5,14,1,10,20,4,0
4,8,12,3,11,57,-3,1
3,14,54,1,10,23,7,0
3,2,44,3,4,64,4,1
4,2,0,2,6,24,0,1
2,3,6,2,6,24,7,1
1,1,53,2,10,64,-7,1
3,9,22,1,10,60,-7,1
3,6,57,3,3,74,27,1
3,14,55,2,10,20,18,0
4,4,56,1,10,17,-26,1
3,13,57,1,10,9,-24,1
1,4,23,2,17,76,0,1
2,8,14,2,11,34,-10,0
2,14,6,4,1,51,0,0
2,9,31,2,8,26,-3,0
1,0,13,1,6,94,0,0
2,0,30,2,1,51,21,1
2,1,15,1,10,4,-7,0
4,10,52,2,2,63,34,0
1,9,46,1,10,88,0,0
3,1,39,2,10,58,1,1
2,3,38,2,8,70,10,1
2,3,59,3,1,48,6,1
1,10,2,1,10,20,-7,0
2,5,28,1,10,89,-14,0
3,1,41,1,10,20,1,0
3,4,15,2,13,81,-13,0
1,6,5,2,10,18,-3,1
3,3,22,3,21,25,-13,1
4,2,26,3,7,62,5,1
3,7,33,3,6,27,21,1
4,8,30,1,10,88,-4,1
4,7,8,1,10,55,0,1
3,7,29,1,10,65,14,0
3,3,23,2,8,56,1,0
4,10,26,1,10,55,10,1
4,14,52,1,10,53,11,0
2,6,36,2,10,25,-11,0
1,5,19,3,13,84,7,1
2,5,15,2,8,44,6,0
4,6,9,2,2,45,-27,0
2,7,5,1,10,50,-3,0
1,13,8,3,10,55,0,1
2,0,34,3,3,37,1,1
1,8,51,3,8,22,-7,1
2,12,11,3,10,78,-13,1
2,0,16,3,1,78,-4,1
4,15,0,3,7,56,14,1
3,9,20,3,2,90,-25,0
1,10,14,2,4,26,0,1
2,14,53,3,3,97,0,1
1,6,21,3,2,56,7,1
1,4,42,2,17,34,-13,0
4,11,50,1,10,86,11,0
4,2,29,1,10,50,14,0
2,10,29,3,2,86,7,1
1,3,17,1,10,50,0,1
3,14,29,2,10,37,-33,1
1,7,54,2,6,38,-7,1
2,11,49,1,10,57,-7,0
1,10,49,1,4,96,7,0
1,1,47,1,10,72,4,1
1,1,13,3,5,75,7,1
3,1,37,1,10,12,-4,1
1,6,24,2,10,72,7,1
4,11,31,1,5,35,5,1
4,6,54,1,10,81,13,0
3,6,46,3,15,59,5,1
1,1,26,2,12,10,-7,1
1,2,4,1,10,81,-7,0
1,8,32,3,12,26,0,1
2,4,43,2,3,38,11,0
3,1,9,3,3,46,19,1
2,6,1,3,10,30,-7,1
3,6,40,1,10,84,-13,0
3,7,6,2,6,18,-6,1
1,14,30,2,1,29,0,0
1,1,42,2,9,78,3,0
4,7,40,3,13,71,-7,1
2,7,21,2,19,8,7,0
3,9,23,2,4,50,-3,0
2,12,38,1,10,8,14,0
4,4,10,1,10,25,5,0
1,10,26,1,10,25,-7,1
4,13,1,1,10,37,-4,0
3,14,0,3,8,22,3,1
4,6,12,1,10,20,-13,1
4,0,40,2,8,92,-19,1
1,11,5,2,10,23,0,1
3,2,56,2,9,21,0,1
2,3,13,1,10,80,-9,0
1,5,21,3,1,88,0,0
4,10,57,4,1,96,17,0
4,10,15,2,6,81,4,1
2,9,26,1,7,93,14,1
2,9,31,1,10,7,0,0
1,8,19,1,10,27,-3,0
3,14,30,2,15,9,-10,1
3,1,40,1,8,82,11,0
3,11,53,1,10,5,1,1
2,5,25,3,12,64,-7,1
4,13,16,2,10,34,30,0
1,11,39,3,9,47,0,1
4,9,32,2,4,73,-13,0
2,15,0,1,10,44,-7,1
3,12,6,3,6,68,-4,1
3,13,14,2,6,35,7,0
1,1,39,2,10,76,-3,1
4,7,55,2,12,52,3,1
4,12,54,1,10,59,7,1
4,11,55,1,10,34,14,1
2,10,6,3,6,55,13,1
1,14,23,2,8,25,0,0
1,3,20,2,10,42,-3,1
4,6,30,2,3,46,0,0
2,13,19,3,12,39,-7,1
4,6,51,3,10,20,-3,1
2,14,33,2,3,46,7,0
3,13,1,1,10,51,21,0
3,6,56,1,10,56,-3,0
1,3,54,1,10,76,-7,0
1,14,22,2,5,28,0,1
3,13,4,1,10,44,-4,0
4,3,24,2,7,86,24,0
2,10,39,1,10,53,-3,0
4,13,23,3,8,91,7,1
1,1,8,1,10,2,7,0
3,9,27,3,8,46,26,1
1,0,54,3,8,88,0,1
2,7,7,1,10,70,0,0
4,0,54,1,10,32,5,1
4,7,27,1,10,33,-1,0
3,3,59,1,10,25,-6,1
3,0,10,3,5,37,3,1
1,6,35,3,7,32,-7,1
4,10,53,2,25,20,-23,1
2,1,17,3,6,72,14,1
3,13,9,2,12,45,14,1
3,11,41,3,6,57,-7,1
1,9,3,2,2,23,-3,1
2,8,12,2,10,27,-14,0
1,11,10,3,2,43,0,1
4,11,28,3,17,29,23,1
2,0,47,2,5,59,7,1
4,9,38,3,6,40,-17,1
3,12,29,1,10,25,-4,1
3,13,16,2,10,37,4,1
2,4,26,1,8,92,4,0
1,5,38,2,8,51,0,1
2,2,19,1,10,20,-2,1
1,2,45,1,10,40,4,1
1,4,8,1,10,20,1,0
3,5,32,1,10,21,-17,1
4,10,32,1,10,90,-6,0
4,9,7,3,2,38,25,0
4,6,1,1,10,44,30,0
2,0,55,2,10,25,-3,0
3,11,18,3,6,64,-23,1
1,3,41,1,20,40,4,1
1,1,44,3,20,25,-12,1
2,3,2,2,10,75,0,1
1,7,24,3,10,87,0,1
1,4,1,1,10,45,7,0
4,7,1,1,10,24,-10,1
4,15,0,1,10,58,3,1
4,10,1,3,5,48,-3,1
1,7,53,3,7,52,-7,1
1,12,51,2,1,99,0,0
4,8,25,2,6,70,-7,1
2,3,38,1,7,93,-17,1
3,1,30,2,10,45,4,0
2,7,31,3,1,18,-4,1
4,5,57,3,4,66,1,1
1,1,15,3,6,34,-10,1
2,14,26,1,10,35,-7,0
1,3,55,1,10,48,7,1
4,3,5,2,8,40,9,0
1,1,6,1,10,74,-7,1
4,3,1,1,10,66,-16,1
2,6,49,1,10,65,-7,1
1,6,44,1,10,52,7,0
1,0,39,1,10,20,-12,0
1,8,29,1,15,60,-3,1
2,6,14,1,10,75,-10,0
2,2,35,1,10,20,17,0
2,6,23,1,15,13,-4,1
4,0,11,1,10,60,-23,1
4,2,45,2,5,69,-7,1
2,9,35,2,10,53,7,1
4,11,31,1,20,35,-24,1
4,3,56,1,10,77,-16,1
4,1,22,2,5,70,-3,0
4,4,48,1,10,40,-22,0
1,14,53,2,10,15,0,0
1,8,52,3,3,51,7,1
4,0,59,1,10,77,-13,1
4,1,15,3,8,60,13,0
2,12,52,1,10,68,-3,0
4,14,24,1,2,98,10,0
3,5,53,3,4,67,15,1
4,1,34,1,1,99,-5,0
2,10,44,1,10,14,1,0
2,1,38,2,10,16,-7,1
4,1,2,2,2,28,6,1
2,0,44,2,2,51,-20,1
1,6,0,2,10,81,0,1
4,14,4,3,10,20,-10,1
4,2,59,1,10,26,13,0
2,11,38,2,15,10,3,1
4,3,15,1,10,20,-12,1
1,9,40,1,10,56,-7,1
1,8,48,1,10,56,7,0
4,13,17,2,7,34,0,1
4,10,24,1,10,55,24,0
4,2,0,3,12,65,12,0
4,2,0,2,8,39,1,0
1,7,59,2,10,30,0,0
3,10,35,1,7,93,-12,0
2,0,26,2,11,73,-3,1
3,6,24,2,9,23,-13,0
2,3,6,2,1,66,-18,0
3,3,12,2,10,30,-14,0
4,6,14,2,10,46,5,0
2,1,46,1,10,17,3,1
1,13,0,2,4,37,0,0
3,9,44,2,9,42,-3,1
2,5,32,3,8,22,-3,1
4,0,11,1,10,50,0,1
4,11,48,1,10,10,-1,1
1,3,36,2,4,96,-7,1
2,4,7,2,7,23,-10,1
4,3,14,2,10,73,-20,1
4,3,20,3,1,38,11,0
3,6,28,1,10,64,12,0
4,6,43,1,10,20,0,0
2,6,12,2,3,68,-7,0
4,10,50,3,16,84,-34,1
3,12,9,1,10,20,-6,1
3,10,32,1,10,73,-7,1
4,11,37,1,10,36,9,0
1,8,4,2,8,13,0,0
3,2,48,1,10,36,12,0
4,4,59,3,19,18,-10,1
1,6,18,3,7,89,-6,1
3,13,41,2,20,19,-7,1
1,10,36,1,10,50,-3,1
1,12,38,1,10,55,0,1
3,8,10,2,10,89,19,0
2,5,26,2,15,78,3,1
4,8,57,2,8,60,0,1
2,2,4,2,6,51,3,1
1,3,40,1,10,51,-7,0
3,8,4,2,11,36,-3,1
1,11,16,2,6,35,-7,0
2,11,45,2,8,50,-10,1
1,8,44,2,5,95,0,1
3,5,33,2,10,44,1,1
3,12,16,2,5,56,4,1
2,9,30,1,10,81,-17,1
1,1,31,2,4,21,-7,1
1,5,20,2,9,16,-3,1
2,9,47,2,16,39,-6,1
3,4,4,1,10,9,13,0
3,9,17,2,4,18,4,0
4,2,44,4,1,58,38,0
3,13,50,2,21,14,21,1
4,5,55,1,10,73,17,0
1,0,43,2,6,24,0,1
4,0,20,2,4,34,0,1
3,6,44,1,10,33,0,1
2,1,54,2,4,59,-20,0
2,11,50,1,10,16,0,0
4,4,36,1,10,53,-11,1
2,12,19,2,5,42,-7,1
4,9,30,1,10,38,-16,1
4,10,18,2,4,96,-8,1
3,8,5,1,10,71,-13,1
2,11,53,1,10,30,-3,1
3,15,0,1,10,25,-10,1
3,9,45,2,3,97,7,1
2,8,39,2,3,97,4,0
2,15,0,1,10,37,4,1
3,4,2,2,10,40,3,1
2,3,43,1,10,89,-7,1
4,5,58,2,11,27,3,1
1,0,23,1,10,69,-3,0
3,12,52,1,10,51,-7,1
4,4,46,1,5,95,-5,1
1,0,17,2,1,36,-16,0
3,8,33,1,6,94,7,1
3,1,39,2,21,21,11,1
2,2,0,1,10,57,-1,1
3,3,6,1,10,28,6,1
3,11,29,1,10,13,-6,0
1,12,16,2,5,14,0,1
4,8,32,1,10,42,6,0
1,13,23,3,9,34,0,1
2,2,24,1,10,20,7,0
1,14,48,2,10,24,0,0
4,1,30,3,3,71,-7,1
2,4,39,1,10,14,3,1
1,9,7,1,10,74,0,0
4,4,15,2,7,51,7,0
4,2,50,4,6,24,-1,1
4,1,57,1,10,71,-28,0
4,1,47,1,10,85,12,0
3,2,52,1,10,60,10,0
3,3,59,2,11,26,-6,1
1,13,38,2,10,61,0,0
4,10,33,2,5,90,-17,1
3,10,38,2,11,89,4,1
1,1,13,3,9,26,-10,1
3,4,58,2,5,14,3,0
1,9,41,1,10,68,0,1
2,13,18,1,10,34,-1,0
4,6,14,1,10,20,4,1
3,8,17,3,21,61,-23,1
1,10,47,2,12,13,3,0
1,1,12,2,7,92,4,1
1,2,34,1,10,41,7,0
2,1,2,3,10,46,-6,1
3,8,59,3,22,30,-4,1
2,7,27,3,1,89,14,0
4,10,6,1,10,81,28,0
2,8,42,2,6,26,-20,0
2,13,50,2,1,15,-6,1
3,12,27,3,14,82,0,1
4,7,3,3,9,61,0,1
2,6,50,2,9,18,-9,1
3,10,4,3,3,27,1,1
1,11,50,2,10,53,0,0
1,5,44,3,7,26,0,1
4,13,44,2,4,80,-22,1
3,7,19,2,12,33,-10,1
1,0,47,3,1,99,4,0
3,12,3,2,1,29,-10,0
3,5,11,2,16,40,-21,1
1,5,47,2,18,42,-7,1
3,9,47,1,10,35,7,0
4,3,48,2,7,13,31,0
1,1,46,1,10,20,0,1
2,11,27,2,5,25,-14,1
2,1,31,2,3,53,-4,1
4,5,37,2,8,46,-1,1
3,10,58,1,10,56,-11,0
1,6,44,3,9,48,0,1
3,4,11,2,10,74,21,1
3,1,2,1,10,23,14,1
4,2,0,3,10,71,16,0
3,4,25,2,16,21,4,1
2,6,24,1,5,62,17,0
2,7,12,1,10,20,-7,1
3,11,36,3,4,46,-7,1
1,1,44,4,1,59,7,0
2,0,46,2,1,73,20,1
2,12,58,2,12,48,-10,1
1,13,18,2,4,40,0,0
1,5,2,1,10,37,7,1
2,0,39,1,10,40,-4,1
3,6,23,3,1,26,3,1
1,12,48,2,5,12,0,1
2,0,52,1,10,42,11,1
4,12,43,1,10,56,-7,0
3,12,3,2,1,63,14,0
3,11,17,2,10,20,0,0
3,2,54,2,12,35,12,0
3,0,16,2,6,62,10,1
2,0,14,3,5,95,4,1
4,14,56,2,10,36,1,0
3,11,27,3,1,49,3,0
4,7,57,1,10,48,15,0
1,8,24,1,10,57,0,0
4,15,0,1,10,55,38,0
4,1,58,1,10,73,-6,0
4,14,17,3,18,32,-17,1
1,1,57,3,4,19,-4,1
1,14,17,2,5,28,0,0
4,10,38,1,10,47,-18,1
1,7,58,1,10,45,0,0
3,2,22,2,10,14,6,0
1,8,10,1,10,42,-7,1
2,6,24,1,10,29,-4,1
4,1,48,1,10,24,-33,1
1,8,20,3,2,45,0,1
4,3,41,1,10,78,-10,1
2,14,26,1,10,82,7,0
2,12,17,1,6,94,7,1
3,6,12,3,8,92,-11,1
1,11,11,2,6,80,0,0
3,1,51,1,10,10,0,0
1,13,19,2,10,85,0,1
3,5,9,2,10,76,-4,0
4,5,5,1,10,47,-9,1
1,5,30,3,8,33,3,1
1,8,34,2,8,22,-3,1
1,13,9,2,5,38,0,0
5,14,21,1,10,40,0,1
4,4,44,1,10,47,-10,1
1,9,39,2,9,13,3,0
3,12,50,3,8,39,-1,1
1,2,8,1,4,96,0,0
1,14,19,2,10,20,0,0
3,14,4,1,10,20,-1,0
2,0,26,3,15,67,-5,1
3,6,30,2,10,49,7,0
1,1,2,2,6,68,7,1
1,0,29,3,4,10,0,1
4,2,26,1,10,49,-7,1
2,6,33,2,2,43,0,0
3,13,11,2,10,32,14,1
2,8,53,2,10,48,-4,1
2,2,12,1,10,41,23,0
1,2,2,1,10,20,0,1
1,9,30,2,10,20,-4,0
3,10,5,1,10,20,15,1
1,8,16,3,16,69,-6,1
1,13,3,3,12,38,0,1
4,14,45,2,9,31,4,1
3,5,20,1,10,17,-41,1
3,4,49,1,10,55,28,0
4,7,30,3,5,95,19,1
4,13,42,1,10,20,8,1
4,1,25,1,10,45,-4,1
2,8,23,2,12,18,-3,1
3,8,34,1,10,57,3,0
1,6,53,1,10,79,7,1
3,8,12,2,10,61,4,0
3,3,25,3,3,82,-4,1
4,1,27,3,4,96,-3,1
2,1,3,1,10,36,4,1
2,5,21,3,6,52,8,1
1,8,59,2,10,49,7,1
2,9,48,1,10,6,-6,1
4,9,4,2,10,20,-16,1
3,14,14,3,5,30,-10,1
2,1,13,1,10,25,-10,1
3,8,55,1,10,32,14,0
1,1,40,1,10,79,7,0
2,8,51,1,10,34,-7,0
4,1,0,1,10,25,-6,1
2,5,41,3,7,47,-17,1
4,1,25,3,1,90,-4,0
1,10,37,2,10,12,0,0
2,11,1,2,10,34,-10,0
1,3,38,2,4,86,-7,0
2,1,50,1,10,15,9,1
4,7,29,1,10,36,-14,1
4,6,20,1,10,64,-18,1
4,8,40,2,10,35,-26,1
1,12,40,2,7,22,0,1
2,9,58,3,7,23,0,1
3,14,51,2,10,27,7,0
3,0,57,1,10,64,3,0
2,5,24,3,1,59,-8,0
3,2,18,1,10,60,7,0
4,9,40,1,3,97,-2,0
2,7,25,1,10,57,0,0
1,9,44,3,2,40,-2,1
1,12,35,3,7,32,0,1
2,10,34,1,10,16,4,0
4,6,34,3,5,25,15,1
1,8,1,1,10,46,-6,0
2,1,32,1,10,41,-10,1
4,3,25,1,10,26,-3,1
4,8,58,1,2,98,1,0
3,12,13,1,10,68,10,1
3,5,4,1,15,20,-14,1
4,1,41,1,10,31,-1,1
2,7,13,1,10,12,-1,0
4,9,12,1,10,62,14,1
4,13,33,1,10,35,-8,0
1,6,40,3,13,28,-3,1
3,11,52,2,11,42,-11,1
2,10,58,1,10,22,14,1
4,3,31,1,10,29,13,0
1,2,6,4,1,99,10,0
1,2,27,2,2,63,4,0
4,7,58,2,8,62,-13,1
3,2,31,2,12,64,14,0
1,12,48,2,10,34,0,0
2,1,6,1,10,71,-2,1
2,7,45,1,10,70,4,0
1,10,55,3,10,15,7,1
2,10,21,1,10,56,-9,1
2,3,16,1,10,23,3,1
3,0,18,2,10,52,17,1
3,6,13,1,10,40,7,0
1,4,6,1,10,29,0,1
3,7,33,2,2,42,-13,0
4,6,13,1,10,32,20,0
3,2,38,1,10,34,-16,1
2,13,59,1,10,68,6,0
1,6,50,1,10,79,0,1
2,0,32,1,10,19,-14,1
1,4,49,1,10,42,3,1
3,1,22,1,10,20,-10,1
3,10,12,1,10,22,-7,0
2,1,7,1,10,43,0,1
4,7,39,1,10,25,24,1
4,3,5,3,6,50,4,1
4,2,59,3,9,39,9,0
4,15,0,2,7,59,-14,1
4,1,45,1,9,91,2,0
4,11,5,3,11,24,2,1
3,7,31,2,10,77,10,1
1,9,19,2,12,22,-3,0
1,0,58,3,7,27,3,1
2,8,16,2,12,60,0,1
2,8,58,2,10,3,2,0
1,13,5,1,10,56,0,1
1,0,48,1,10,41,4,0
2,6,12,3,1,32,-12,0
1,2,49,3,3,53,-3,1
1,5,45,2,10,6,-6,0
2,4,2,3,2,27,0,0
1,9,28,2,5,61,0,0
1,7,17,1,10,41,0,1
1,13,6,1,10,65,0,0
2,7,34,2,10,60,-20,1
1,2,0,2,4,59,5,1
3,11,38,2,13,79,17,1
3,12,3,1,10,35,-5,1
4,11,18,1,10,50,-25,1
2,5,3,1,10,74,10,0
2,14,41,1,10,26,-7,0
1,4,13,2,1,99,-7,0
1,6,31,2,9,18,-7,0
2,3,53,2,3,53,-18,1
4,3,3,1,1,99,10,1
4,3,44,1,10,68,-28,1
3,14,17,1,10,44,-17,0
1,12,23,3,3,80,0,1
3,1,59,3,7,29,5,1
2,2,0,2,28,51,-9,1
1,7,49,1,10,20,-3,1
4,5,22,2,11,16,34,0
4,8,6,3,10,40,-21,1
3,8,56,1,10,8,12,0
3,13,33,1,10,34,-4,1
1,6,50,3,8,20,7,1
4,8,46,1,15,15,-2,1
4,12,27,1,10,71,-3,1
3,6,18,2,20,43,21,0
1,5,31,2,13,29,4,1
2,14,10,1,15,85,7,0
2,4,44,1,10,21,17,1
4,8,34,3,9,21,-7,1
4,1,48,4,7,43,-7,1
1,13,45,1,10,64,0,1
1,9,36,3,8,24,-7,1
2,11,8,2,20,44,0,1
2,2,0,3,7,28,-7,1
2,0,18,3,5,95,-3,1
4,6,47,1,10,54,-30,1
2,3,51,2,7,57,4,1
4,7,27,3,2,28,10,0
1,15,0,1,10,25,0,1
4,11,26,1,3,97,4,0
2,9,4,1,10,52,0,1
1,8,15,3,15,9,-3,1
2,2,30,1,10,20,4,0
2,0,16,1,10,85,-4,1
2,12,48,1,10,7,-3,0
4,0,20,2,10,39,-2,1
4,0,56,2,10,25,-14,1
2,2,15,1,10,7,-7,0
4,11,2,1,10,20,-7,1
3,7,35,2,3,86,10,1
4,3,23,2,15,40,-35,0
4,2,46,1,10,76,1,0
1,2,27,3,2,27,-7,0
2,11,26,3,7,80,-13,1
2,4,43,1,10,24,10,1
4,8,30,3,12,65,11,1
1,6,9,2,8,19,0,1
1,3,14,2,10,30,3,1
3,8,35,1,10,20,1,0
4,12,8,1,10,59,-13,0
2,10,49,3,10,8,-10,1
1,13,9,2,8,52,0,1
3,9,43,1,10,33,0,1
3,11,0,1,10,30,5,1
2,0,47,1,10,84,-8,1
3,6,49,2,8,60,-28,1
3,2,10,1,10,20,-7,1
3,2,5,2,14,80,30,0
2,5,33,1,10,26,6,0
2,0,52,3,10,57,0,1
1,8,14,1,10,76,0,0
1,1,0,1,10,40,13,0
2,7,7,3,3,27,-3,1
1,11,45,4,1,99,0,1
4,5,32,4,1,93,-15,0
2,14,14,2,2,37,-7,0
4,11,46,1,10,16,6,0
3,1,10,3,12,51,15,1
2,14,18,2,15,44,6,1
2,6,25,1,10,51,10,1
4,11,42,1,10,66,5,1
1,2,21,3,1,32,10,1
2,6,2,3,14,16,-10,1
4,4,41,3,7,86,13,0
4,3,10,2,10,25,-27,1
1,11,46,1,10,20,0,0
1,1,3,3,4,48,-7,1
3,5,2,1,10,57,6,1
1,0,31,3,6,69,3,1
4,3,49,2,10,60,-10,1
3,11,43,2,8,72,-7,0
1,10,47,1,10,36,-7,0
1,0,9,1,10,43,-10,0
4,13,37,2,2,62,17,0
4,5,45,2,1,37,-17,1
2,10,8,1,10,50,-3,0
2,13,7,1,10,20,-11,1
1,6,59,1,10,40,0,0
4,4,50,2,7,87,14,0
2,13,34,3,5,25,-6,1
1,9,13,1,10,64,0,0
1,5,17,1,25,20,-14,0
2,9,33,1,20,10,0,1
2,1,1,2,10,63,-7,1
4,12,40,2,8,83,7,0
3,8,55,2,7,37,-4,0
3,1,27,3,3,53,0,1
4,7,21,2,6,27,10,0
1,6,44,3,4,48,-7,1
4,3,15,1,10,23,-29,1
4,12,36,2,9,27,10,1
3,5,31,3,3,37,-26,1
2,4,44,2,8,63,9,0
1,4,51,1,10,38,0,0
1,6,20,1,10,80,-7,1
1,9,15,1,10,52,-7,0
4,5,40,3,5,75,-14,0
1,2,0,2,10,66,-7,0
4,2,43,1,10,49,-16,1
4,6,7,2,5,30,-12,1
2,10,24,3,17,82,0,1
1,3,35,1,10,36,-4,0
3,8,32,2,2,44,3,0
